"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","startTime.Ma","endTime.Ma","Volcanism","Flood_basalt","Bollide","OA","BC.extinction.rate","del.18O","del.13C","X87Sr.86Sr","del.34S","sea_level","d18OresidualMean","d18OresidualMeanWeighted","d18OresidualSD","Dd18O.first.differences.Mean","Dd18O.first.differences.SD","Dd18O.first.differences.ABSMean","Dd18O.first.differences.ABSMeanWeighted","d18O.meanObserved","d18O.meanObservedWeighted","d18O.meanObservedSD","d18O.CV","BC.extinction.rate.PBDB","lnor","vlnor"
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Rupelian","Chattian",NA,NA,NA,NA,NA,NA,NA,NA,16,19,35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,23,1,1,0,0,0.111,-0.338795,0.78134,0.70804,21.705,52.051,0.44776399,0.429356799485981,0.0752808577378875,0.1607790045,0.311245905647648,0.2200840905,0.164487612308411,1.85636274,1.88765700976635,0.12798582534895,0.068944405417742,0.047,0.545479168625976,0.213027367629079
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Aquitanian","Aquitanian",NA,NA,NA,NA,NA,NA,NA,NA,9,20,14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20.4,0,0,0,0,0.048,-0.71986,1.7946,0.70831,21.785,50.509,0.394532385,0.394532385,0,-0.059305086,0,0.059305086,0.059305086,1.946862385,1.946862385,0,0,0.005,-1.09002887718702,0.42653303889927
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Aquitanian","Aquitanian",NA,NA,NA,NA,NA,NA,NA,NA,5,29,14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20.4,0,0,0,0,0.048,-0.71986,1.7946,0.70831,21.785,50.509,0.394532385,0.394532385,0,-0.059305086,0,0.059305086,0.059305086,1.946862385,1.946862385,0,0,0.005,0.793005437469106,0.310306475531389
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Burdigalian","Burdigalian",NA,NA,NA,NA,NA,NA,NA,NA,6,34,11,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,16,1,1,0,0,0.036,-0.71246,2.6142,0.70856,21.879,47.234,0.437389047,0.431266666714286,0.0606084726384397,0.0725816185,0.186515966200593,0.1318867045,0.121517901857143,2.049096547,2.03449166671429,0.144580938438248,0.0705583827418591,0,-0.829090909090908,0.58524064171123
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Burdigalian","Burdigalian",NA,NA,NA,NA,NA,NA,NA,NA,5,51,11,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,16,1,1,0,0,0.036,-0.71246,2.6142,0.70856,21.879,47.234,0.437389047,0.431266666714286,0.0606084726384397,0.0725816185,0.186515966200593,0.1318867045,0.121517901857143,2.049096547,2.03449166671429,0.144580938438248,0.0705583827418591,0,0.423005565862708,0.298592164138383
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Langhian","Langhian",NA,NA,NA,NA,NA,NA,NA,NA,29,6,59,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.7,0,0,0,0,0.031,-1.0742,2.5779,0.70878,21.974,43.455,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.009,-2.28431565943569,0.324849730691308
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Langhian","Langhian",NA,NA,NA,NA,NA,NA,NA,NA,30,29,59,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.7,0,0,0,0,0.031,-1.0742,2.5779,0.70878,21.974,43.455,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.009,0.803874370240941,0.11431798911142
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Serravallian","Serravallian",NA,NA,NA,NA,NA,NA,NA,NA,2,10,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,11.6,0,0,0,0,0.079,-0.81388,2.2423,0.70883,22.104,44.605,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.011,0,2.05
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Serravallian","Serravallian",NA,NA,NA,NA,NA,NA,NA,NA,5,25,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,11.6,0,0,0,0,0.079,-0.81388,2.2423,0.70883,22.104,44.605,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.011,0,0.328
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Tortonian","Tortonian",NA,NA,NA,NA,NA,NA,NA,NA,4,20,13,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,7.2,0,0,0,0,0.101,-0.70298,2.4173,0.70892,22.067,45.902,0.7826299175,0.796009749734513,0.427635848708154,0.45786962,0.358363550940333,0.45786962,0.469082066769911,2.5069661675,2.52270224973451,0.502944488671474,0.20061877786449,0.013,0.894934333958725,0.503400562851782
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Tortonian","Tortonian",NA,NA,NA,NA,NA,NA,NA,NA,9,21,13,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,7.2,0,0,0,0,0.101,-0.70298,2.4173,0.70892,22.067,45.902,0.7826299175,0.796009749734513,0.427635848708154,0.45786962,0.358363550940333,0.45786962,0.469082066769911,2.5069661675,2.52270224973451,0.502944488671474,0.20061877786449,0.013,-0.572757973733584,0.322176360225141
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Messinian","Messinian",NA,NA,NA,NA,NA,NA,NA,NA,14,14,27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,5.3,0,0,0,0,0.035,-0.91812,2.7235,0.70896,21.987,45.414,1.085014126,1.085014126,0,0.711270917,0,0.711270917,0.711270917,2.862601626,2.862601626,0,0,0.004,-0.0701530612244896,0.275601311953353
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Messinian","Messinian",NA,NA,NA,NA,NA,NA,NA,NA,13,14,27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,5.3,0,0,0,0,0.035,-0.91812,2.7235,0.70896,21.987,45.414,1.085014126,1.085014126,0,0.711270917,0,0.711270917,0.711270917,2.862601626,2.862601626,0,0,0.004,0.0754458161865568,0.296394277875759
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Zanclean","Zanclean",NA,NA,NA,NA,NA,NA,NA,NA,18,11,22,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.6,0,0,0,0,NA,-1.1607,2.3932,0.70902,21.924,45.664,1.405551702,1.405551702,0,0.409132576,0,0.409132576,0.409132576,3.271734202,3.271734202,0,0,0.036,-1.23905523727165,0.236460923143444
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Zanclean","Zanclean",NA,NA,NA,NA,NA,NA,NA,NA,10,11,22,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.6,0,0,0,0,NA,-1.1607,2.3932,0.70902,21.924,45.664,1.405551702,1.405551702,0,0.409132576,0,0.409132576,0.409132576,3.271734202,3.271734202,0,0,0.036,-0.342712842712843,0.450937950937951
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Priabonian","Priabonian",NA,NA,NA,NA,NA,NA,NA,NA,36,8,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,33.9,0,0,1,0,0.163,-0.26606,1.7012,0.70778,22.069,60.744,0.500995595,0.500995595,0,0.380863095,0,0.380863095,0.380863095,1.765863095,1.765863095,0,0,0.076,-0.219834710743802,0.174035812672176
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Priabonian","Priabonian",NA,NA,NA,NA,NA,NA,NA,NA,9,4,45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,33.9,0,0,1,0,0.163,-0.26606,1.7012,0.70778,22.069,60.744,0.500995595,0.500995595,0,0.380863095,0,0.380863095,0.380863095,1.765863095,1.765863095,0,0,0.076,2.51834319526627,1.99368836291913
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Rupelian","Chattian",NA,NA,NA,NA,NA,NA,NA,NA,29,23,33,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,23,1,1,0,0,0.111,-0.338795,0.78134,0.70804,21.705,52.051,0.44776399,0.429356799485981,0.0752808577378875,0.1607790045,0.311245905647648,0.2200840905,0.164487612308411,1.85636274,1.88765700976635,0.12798582534895,0.068944405417742,0.047,-1.0056344754147,0.124564995444116
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Rupelian","Chattian",NA,NA,NA,NA,NA,NA,NA,NA,4,26,33,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,23,1,1,0,0,0.111,-0.338795,0.78134,0.70804,21.705,52.051,0.44776399,0.429356799485981,0.0752808577378875,0.1607790045,0.311245905647648,0.2200840905,0.164487612308411,1.85636274,1.88765700976635,0.12798582534895,0.068944405417742,0.047,3.02137291280148,0.374248608534323
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Aquitanian","Aquitanian",NA,NA,NA,NA,NA,NA,NA,NA,41,36,54,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20.4,0,0,0,0,0.048,-0.71986,1.7946,0.70831,21.785,50.509,0.394532385,0.394532385,0,-0.059305086,0,0.059305086,0.059305086,1.946862385,1.946862385,0,0,0.005,-0.960532973519987,0.0941698993647045
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Aquitanian","Aquitanian",NA,NA,NA,NA,NA,NA,NA,NA,13,45,54,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20.4,0,0,0,0,0.048,-0.71986,1.7946,0.70831,21.785,50.509,0.394532385,0.394532385,0,-0.059305086,0,0.059305086,0.059305086,1.946862385,1.946862385,0,0,0.005,1.69292508917955,0.165973047958779
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Burdigalian","Burdigalian",NA,NA,NA,NA,NA,NA,NA,NA,4,115,9,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,16,1,1,0,0,0.036,-0.71246,2.6142,0.70856,21.879,47.234,0.437389047,0.431266666714286,0.0606084726384397,0.0725816185,0.186515966200593,0.1318867045,0.121517901857143,2.049096547,2.03449166671429,0.144580938438248,0.0705583827418591,0,0.358929997338303,0.383683790258185
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Burdigalian","Burdigalian",NA,NA,NA,NA,NA,NA,NA,NA,5,93,9,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,16,1,1,0,0,0.036,-0.71246,2.6142,0.70856,21.879,47.234,0.437389047,0.431266666714286,0.0606084726384397,0.0725816185,0.186515966200593,0.1318867045,0.121517901857143,2.049096547,2.03449166671429,0.144580938438248,0.0705583827418591,0,-0.529238618524334,0.565737833594976
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Langhian","Langhian",NA,NA,NA,NA,NA,NA,NA,NA,98,22,183,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.7,0,0,0,0,0.031,-1.0742,2.5779,0.70878,21.974,43.455,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.009,-0.429388661202186,0.0943049863387978
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Langhian","Langhian",NA,NA,NA,NA,NA,NA,NA,NA,85,30,183,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.7,0,0,0,0,0.031,-1.0742,2.5779,0.70878,21.974,43.455,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.009,0.467538504446992,0.102683690229012
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Serravallian","Serravallian",NA,NA,NA,NA,NA,NA,NA,NA,43,21,50,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,11.6,0,0,0,0,0.079,-0.81388,2.2423,0.70883,22.104,44.605,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.011,-1.10526769301471,0.0976658241421569
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Serravallian","Serravallian",NA,NA,NA,NA,NA,NA,NA,NA,7,30,50,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,11.6,0,0,0,0,0.079,-0.81388,2.2423,0.70883,22.104,44.605,0.480245709,0.480245709,0,0.204468323,0,0.204468323,0.204468323,2.151330709,2.151330709,0,0,0.011,3.30692218450565,0.292212721465504
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Tortonian","Tortonian",NA,NA,NA,NA,NA,NA,NA,NA,12,24,23,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,7.2,0,0,0,0,0.101,-0.70298,2.4173,0.70892,22.067,45.902,0.7826299175,0.796009749734513,0.427635848708154,0.45786962,0.358363550940333,0.45786962,0.469082066769911,2.5069661675,2.52270224973451,0.502944488671474,0.20061877786449,0.013,-0.16927536231884,0.25743961352657
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Tortonian","Tortonian",NA,NA,NA,NA,NA,NA,NA,NA,11,26,23,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,7.2,0,0,0,0,0.101,-0.70298,2.4173,0.70892,22.067,45.902,0.7826299175,0.796009749734513,0.427635848708154,0.45786962,0.358363550940333,0.45786962,0.469082066769911,2.5069661675,2.52270224973451,0.502944488671474,0.20061877786449,0.013,0.160248991647346,0.24371200813034
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Messinian","Messinian",NA,NA,NA,NA,NA,NA,NA,NA,29,10,42,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,5.3,0,0,0,0,0.035,-0.91812,2.7235,0.70896,21.987,45.414,1.085014126,1.085014126,0,0.711270917,0,0.711270917,0.711270917,2.862601626,2.862601626,0,0,0.004,-0.91617477416294,0.186526600727784
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Messinian","Messinian",NA,NA,NA,NA,NA,NA,NA,NA,13,16,42,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,5.3,0,0,0,0,0.035,-0.91812,2.7235,0.70896,21.987,45.414,1.085014126,1.085014126,0,0.711270917,0,0.711270917,0.711270917,2.862601626,2.862601626,0,0,0.004,1.65695818252299,0.337344779675339
